DBN,School Name,School Code,,Beginning Balance,Total Income,Total Expenses,Ending Balance,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multiple Race Categories Not Represented,% Multiple Race Categories Not Represented,# White,% White,%NonWhite,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index,Total Enrollment,Raised per student
23K137,P.S./I.S. 137 Rachel Jean Mitchell,K137,K,2650.19,9998.66,8695.70,1302.96,0.00,0.00,221.00,0.77,52.00,0.18,13.00,0.05,3.00,0.01,0.99,87.00,0.30,18.00,0.06,257.00,0.89,0.87,289.00,34.60
24Q199,P.S. 199 Maurice A. Fitzgerald,Q199,Q,2945.01,27709.26,22291.37,5417.89,258.00,0.32,16.00,0.02,459.00,0.57,16.00,0.02,52.00,0.07,0.94,142.00,0.18,255.00,0.32,542.00,0.68,0.73,801.00,34.59
25Q129,P.S. 129 Patricia Larkin,Q129,Q,8024.69,37020.16,27196.22,9823.94,370.00,0.34,17.00,0.02,554.00,0.51,13.00,0.01,125.00,0.12,0.88,152.00,0.14,236.00,0.22,817.00,0.76,0.62,1079.00,34.31
25Q214,P.S. 214 Cadwallader Colden,Q214,Q,6310.67,15029.40,15532.58,5807.49,287.00,0.65,31.00,0.07,107.00,0.24,10.00,0.02,8.00,0.02,0.98,58.00,0.13,87.00,0.20,341.00,0.77,0.70,443.00,33.93
29Q355,Collaborative Arts Middle School,Q355,Q,469.90,10966.71,10407.38,559.33,4.00,0.01,267.00,0.82,44.00,0.14,7.00,0.02,3.00,0.01,0.99,72.00,0.22,18.00,0.06,258.00,0.79,0.62,325.00,33.74
28Q080,PS 80 The Thurgood Marshall Magnet School of Multimedia and Communication,Q080,Q,500.00,15917.07,16544.67,627.60,11.00,0.02,396.00,0.84,39.00,0.08,19.00,0.04,7.00,0.02,0.99,102.00,0.22,12.00,0.03,353.00,0.75,0.62,472.00,33.72
15K001,P.S. 001 The Bergen,K001,K,2421.29,40151.29,37820.75,2330.54,83.00,0.07,15.00,0.01,1063.00,0.89,4.00,0.00,34.00,0.03,0.97,193.00,0.16,452.00,0.38,971.00,0.81,0.86,1199.00,33.49
07X154,P.S. 154 Jonathan D. Hyatt,X154,X,466.15,11098.17,9612.85,1485.32,2.00,0.01,137.00,0.41,186.00,0.56,5.00,0.02,3.00,0.01,0.99,71.00,0.21,29.00,0.09,324.00,0.97,0.95,333.00,33.33
32K086,P.S. 086 The Irvington,K086,K,6272.03,11639.03,7031.20,4607.83,7.00,0.02,3.00,0.01,336.00,0.95,1.00,0.00,7.00,0.02,0.98,93.00,0.26,95.00,0.27,339.00,0.96,0.91,354.00,32.88
20K105,P.S. 105 The Blythebourne,K105,K,57887.48,46322.50,40748.52,63461.46,1299.00,0.92,5.00,0.00,67.00,0.05,1.00,0.00,42.00,0.03,0.97,96.00,0.07,629.00,0.45,1204.00,0.85,0.90,1414.00,32.76
32K151,P.S. 151 Lyndon B. Johnson,K151,K,871.11,9596.11,7919.26,1676.85,2.00,0.01,32.00,0.11,244.00,0.83,2.00,0.01,14.00,0.05,0.95,48.00,0.16,87.00,0.30,272.00,0.93,0.91,294.00,32.64
21K099,P.S. 099 Isaac Asimov,K099,K,2568.31,27785.29,27564.94,220.35,371.00,0.43,54.00,0.06,148.00,0.17,5.00,0.01,283.00,0.33,0.67,111.00,0.13,226.00,0.26,609.00,0.71,0.78,861.00,32.27
10X056,P.S. 056 Norwood Heights,X056,X,8536.29,21577.14,15310.96,6226.18,141.00,0.21,57.00,0.09,418.00,0.63,16.00,0.02,37.00,0.06,0.95,164.00,0.25,103.00,0.15,556.00,0.83,0.90,669.00,32.25
30Q070,P.S. 070,Q070,Q,22762.81,27604.30,26607.65,24819.46,142.00,0.17,28.00,0.03,365.00,0.43,21.00,0.02,303.00,0.35,0.65,114.00,0.13,193.00,0.23,665.00,0.77,0.70,859.00,32.14
32K376,P.S. 376,K376,K,1166.14,16875.61,16475.79,399.82,12.00,0.02,45.00,0.09,445.00,0.84,6.00,0.01,20.00,0.04,0.96,69.00,0.13,80.00,0.15,435.00,0.82,0.78,528.00,31.96
24Q119,P.S./I.S. 119 The Glendale,Q119,Q,11452.00,40734.28,34758.48,5975.80,345.00,0.27,25.00,0.02,377.00,0.30,27.00,0.02,501.00,0.39,0.61,116.00,0.09,32.00,0.03,936.00,0.73,0.47,1275.00,31.95
18K244,P.S. 244 Richard R. Green,K244,K,403.30,15345.15,15168.31,176.84,9.00,0.02,434.00,0.90,28.00,0.06,6.00,0.01,5.00,0.01,0.99,107.00,0.22,20.00,0.04,392.00,0.81,0.69,482.00,31.84
27Q254,P.S. 254 - The Rosa Parks School,Q254,Q,3183.90,19155.02,16040.98,3114.04,65.00,0.11,20.00,0.03,454.00,0.75,15.00,0.03,50.00,0.08,0.92,82.00,0.14,103.00,0.17,456.00,0.76,0.64,604.00,31.71
29Q270,The Gordon Parks School,Q270,Q,7250.76,23619.26,21613.00,2006.26,4.00,0.01,713.00,0.95,20.00,0.03,12.00,0.02,2.00,0.00,1.00,119.00,0.16,4.00,0.01,535.00,0.71,0.42,751.00,31.45
01M450,East Side Community School,M450,M,14726.88,20909.60,20696.72,14939.76,80.00,0.12,113.00,0.17,366.00,0.54,17.00,0.03,104.00,0.15,0.85,184.00,0.27,9.00,0.01,452.00,0.67,0.64,680.00,30.75
24Q028,P.S. 28 - The Thomas Emanuel Early Childhood Center,Q028,Q,300.61,14521.40,14222.80,298.60,30.00,0.06,0.00,0.00,439.00,0.93,2.00,0.00,2.00,0.00,1.00,95.00,0.20,300.00,0.63,374.00,0.79,0.83,473.00,30.70
16K243,P.S. 243K- The Weeksville School,K243,K,2335.31,7453.79,5810.57,1643.22,9.00,0.04,172.00,0.71,54.00,0.22,6.00,0.03,2.00,0.01,0.99,68.00,0.28,14.00,0.06,225.00,0.93,0.93,243.00,30.67
24Q012,P.S. 012 James B. Colgate,Q012,Q,3416.30,35420.52,33377.90,1642.62,637.00,0.55,1.00,0.00,471.00,0.41,11.00,0.01,37.00,0.03,0.97,174.00,0.15,350.00,0.30,1001.00,0.87,0.74,1157.00,30.61
22K194,P.S. 194 Raoul Wallenberg,K194,K,175.00,16934.30,16801.44,132.86,65.00,0.12,258.00,0.46,111.00,0.20,8.00,0.01,115.00,0.21,0.79,151.00,0.27,72.00,0.13,491.00,0.88,0.91,557.00,30.40
25Q164,P.S. 164 Queens Valley,Q164,Q,1073.17,20590.80,16719.70,3871.10,216.00,0.32,33.00,0.05,177.00,0.26,10.00,0.02,242.00,0.36,0.64,116.00,0.17,90.00,0.13,497.00,0.73,0.56,678.00,30.37
30Q361,The Woodside Community School,Q361,Q,6821.40,10464.84,8023.53,9262.71,125.00,0.36,4.00,0.01,190.00,0.55,8.00,0.02,19.00,0.06,0.95,43.00,0.12,83.00,0.24,264.00,0.76,0.63,346.00,30.25
09X236,P.S. 236 Langston Hughes,X236,X,8825.89,9855.89,3577.11,6278.78,1.00,0.00,80.00,0.25,241.00,0.74,2.00,0.01,3.00,0.01,0.99,85.00,0.26,42.00,0.13,312.00,0.95,0.92,327.00,30.14
31R007,I.S. 007 Elias Bernstein,R007,R,78083.59,34986.60,97880.79,15189.40,79.00,0.07,8.00,0.01,129.00,0.11,18.00,0.02,933.00,0.80,0.20,216.00,0.19,20.00,0.02,428.00,0.37,0.27,1167.00,29.98
30Q149,P.S. 149 Christa McAuliffe,Q149,Q,1754.27,29283.02,25984.12,3298.90,95.00,0.10,12.00,0.01,839.00,0.86,7.00,0.01,26.00,0.03,0.97,186.00,0.19,374.00,0.38,733.00,0.75,0.78,979.00,29.91
31R039,P.S. 39 Francis J. Murphy Jr.,R039,R,1643.77,15695.84,15594.86,100.98,93.00,0.18,44.00,0.08,169.00,0.32,9.00,0.02,210.00,0.40,0.60,139.00,0.27,88.00,0.17,340.00,0.65,0.64,525.00,29.90
30Q212,P.S. 212,Q212,Q,4411.82,23673.05,12406.62,11266.43,215.00,0.27,5.00,0.01,468.00,0.59,21.00,0.03,84.00,0.11,0.89,117.00,0.15,119.00,0.15,441.00,0.56,0.64,793.00,29.85
17K590,Medgar Evers College Preparatory School,K590,K,10394.93,39736.00,29261.00,1039493.00,33.00,0.03,1158.00,0.87,72.00,0.05,57.00,0.04,12.00,0.01,0.99,89.00,0.07,5.00,0.00,891.00,0.67,0.54,1332.00,29.83
20K503,P.S. 503: The School of Discovery,K503,K,5191.68,29418.15,23402.30,6015.85,198.00,0.20,5.00,0.01,737.00,0.75,1.00,0.00,48.00,0.05,0.95,234.00,0.24,547.00,0.55,935.00,0.95,0.92,989.00,29.75
27Q306,New York City Academy for Discovery,Q306,Q,1199.74,11730.24,9092.03,263821.00,73.00,0.19,22.00,0.06,267.00,0.68,22.00,0.06,11.00,0.03,0.97,74.00,0.19,67.00,0.17,328.00,0.83,0.67,395.00,29.70
31R072,I.S. 072 Rocco Laurie,R072,R,9034.16,42656.09,33596.54,9059.55,330.00,0.23,69.00,0.05,379.00,0.26,24.00,0.02,642.00,0.45,0.56,314.00,0.22,66.00,0.05,903.00,0.63,0.48,1444.00,29.54
30Q092,P.S. 092 Harry T. Stewart Sr.,Q092,Q,10889.42,26724.92,14893.15,11831.77,11.00,0.01,6.00,0.01,882.00,0.97,4.00,0.00,4.00,0.00,1.00,182.00,0.20,206.00,0.23,726.00,0.80,0.83,907.00,29.47
10X306,P.S. 306,X306,X,102.00,19165.05,18338.44,826.61,9.00,0.01,163.00,0.25,473.00,0.73,1.00,0.00,5.00,0.01,0.99,132.00,0.20,106.00,0.16,572.00,0.88,0.94,651.00,29.44
08X072,P.S. 072 Dr. William Dorney,X072,X,5600.65,22102.14,19395.46,2706.68,32.00,0.04,169.00,0.22,519.00,0.69,0.00,0.00,37.00,0.05,0.95,216.00,0.29,37.00,0.05,651.00,0.86,0.81,757.00,29.20
24Q007,P.S. 007 Louis F. Simeone,Q007,Q,2764.45,40125.76,31752.60,8373.16,835.00,0.61,4.00,0.00,482.00,0.35,8.00,0.01,46.00,0.03,0.97,169.00,0.12,540.00,0.39,1128.00,0.82,0.76,1375.00,29.18
31R021,P.S. 21 Margaret Emery-Elm Park,R021,R,4540.31,9941.87,5908.57,8881.61,5.00,0.01,103.00,0.30,198.00,0.57,7.00,0.02,33.00,0.10,0.91,130.00,0.38,50.00,0.15,290.00,0.84,0.87,346.00,28.73
18K279,P.S. 279 Herman Schreiber,K279,K,1268.55,11438.00,7001.60,4436.40,10.00,0.03,353.00,0.88,23.00,0.06,4.00,0.01,12.00,0.03,0.97,55.00,0.14,21.00,0.05,323.00,0.80,0.68,402.00,28.45
02M534,Harvest Collegiate High School,M534,M,4654.16,12964.37,6587.91,6376.46,30.00,0.07,96.00,0.21,228.00,0.50,19.00,0.04,84.00,0.18,0.82,115.00,0.25,11.00,0.02,307.00,0.67,0.62,457.00,28.37
17K181,P.S. 181 Brooklyn,K181,K,5281.52,18253.00,20326.50,4001.02,10.00,0.02,541.00,0.84,63.00,0.10,12.00,0.02,18.00,0.03,0.97,122.00,0.19,90.00,0.14,491.00,0.76,0.81,644.00,28.34
05M123,P.S. 123 Mahalia Jackson,M123,M,1573.52,13331.60,14821.10,84.42,10.00,0.02,239.00,0.51,194.00,0.41,11.00,0.02,17.00,0.04,0.96,115.00,0.24,77.00,0.16,447.00,0.95,0.93,471.00,28.30
11X105,P.S. 105 Sen Abraham Bernstein,X105,X,6499.13,29070.63,21354.76,7715.87,101.00,0.10,107.00,0.10,652.00,0.63,18.00,0.02,150.00,0.15,0.85,195.00,0.19,272.00,0.27,942.00,0.92,0.85,1028.00,28.28
22K251,P.S. 251 Paerdegat,K251,K,218.20,13484.00,10874.55,2609.45,12.00,0.03,358.00,0.75,69.00,0.14,13.00,0.03,26.00,0.05,0.95,90.00,0.19,33.00,0.07,365.00,0.76,0.78,478.00,28.21
11X181,I.S. 181 Pablo Casals,X181,X,2731.80,24851.62,23215.99,1635.63,45.00,0.05,539.00,0.61,242.00,0.27,31.00,0.04,33.00,0.04,0.96,209.00,0.24,32.00,0.04,704.00,0.79,0.63,890.00,27.92
21K281,I.S. 281 Joseph B Cavallaro,K281,K,1995.48,37421.49,30511.09,6910.40,557.00,0.41,81.00,0.06,317.00,0.24,8.00,0.01,383.00,0.29,0.72,233.00,0.17,229.00,0.17,1117.00,0.83,0.75,1346.00,27.80
19K290,P.S. 290 Juan Morel Campos,K290,K,0.00,12787.00,8897.84,3889.06,11.00,0.02,98.00,0.21,343.00,0.74,7.00,0.02,2.00,0.00,1.00,105.00,0.23,97.00,0.21,438.00,0.95,0.87,461.00,27.74
15K131,P.S. 131 Brooklyn,K131,K,10670.20,25962.45,24059.89,1902.56,328.00,0.35,10.00,0.01,513.00,0.55,8.00,0.01,79.00,0.08,0.92,177.00,0.19,290.00,0.31,795.00,0.85,0.90,938.00,27.68
01M034,P.S. 034 Franklin D. Roosevelt,M034,M,49.54,8439.93,7720.16,719.77,8.00,0.03,102.00,0.33,182.00,0.60,4.00,0.01,9.00,0.03,0.97,114.00,0.37,22.00,0.07,301.00,0.99,0.94,305.00,27.67
12X536,P.S. 536,X536,X,200.00,11331.75,1650.00,2269.00,37.00,0.09,98.00,0.24,261.00,0.63,10.00,0.02,10.00,0.02,0.98,77.00,0.19,78.00,0.19,391.00,0.94,0.89,416.00,27.24
21K188,P.S. 188 Michael E. Berdy,K188,K,1677.77,10614.35,8903.41,1710.94,17.00,0.04,192.00,0.49,137.00,0.35,14.00,0.04,30.00,0.08,0.92,98.00,0.25,28.00,0.07,344.00,0.88,0.91,390.00,27.22
11X498,P.S./M.S. 11X498 - Van Nest Academy,X498,X,19958.91,17718.07,15829.70,21847.28,44.00,0.07,74.00,0.11,412.00,0.63,10.00,0.02,112.00,0.17,0.83,139.00,0.21,46.00,0.07,508.00,0.78,0.70,652.00,27.17
18K276,P.S. 276 Louis Marshall,K276,K,2149.48,16574.10,0.00,5170.58,15.00,0.03,527.00,0.86,24.00,0.04,7.00,0.01,38.00,0.06,0.94,99.00,0.16,89.00,0.15,519.00,0.85,0.67,611.00,27.13
20K506,P.S. 506: The School of Journalism & Technology,K506,K,3004.16,21201.86,16531.90,4669.96,243.00,0.31,6.00,0.01,503.00,0.64,3.00,0.00,29.00,0.04,0.96,148.00,0.19,255.00,0.33,732.00,0.93,0.90,784.00,27.04
18K763,Brooklyn Science and Engineering Academy,K763,K,939.13,8571.63,7044.24,1437.44,3.00,0.01,295.00,0.93,13.00,0.04,3.00,0.01,3.00,0.01,0.99,49.00,0.16,9.00,0.03,246.00,0.78,0.58,317.00,27.04
27Q066,P.S. 066 Jacqueline Kennedy Onassis,Q066,Q,7565.62,13216.30,7847.22,5369.08,81.00,0.17,26.00,0.05,316.00,0.64,23.00,0.05,46.00,0.09,0.91,115.00,0.23,144.00,0.29,400.00,0.81,0.65,492.00,26.86
25Q020,P.S. 020 John Bowne,Q020,Q,12986.06,32415.29,28112.22,4303.02,864.00,0.71,47.00,0.04,258.00,0.21,11.00,0.01,33.00,0.03,0.97,154.00,0.13,408.00,0.34,1080.00,0.89,0.80,1213.00,26.72
28Q048,P.S. 048 William Wordsworth,Q048,Q,12817.13,14726.55,17845.73,9698.05,106.00,0.19,284.00,0.50,131.00,0.23,33.00,0.06,9.00,0.02,0.98,141.00,0.25,67.00,0.12,503.00,0.89,0.81,563.00,26.16
28Q349,The Queens School for Leadership and Excellence,Q349,Q,2492.20,11133.95,2278.89,2254.06,174.00,0.41,79.00,0.19,154.00,0.36,11.00,0.03,9.00,0.02,0.98,62.00,0.15,77.00,0.18,361.00,0.85,0.77,427.00,26.07
09X053,P.S. 053 Basheer Quisim,X053,X,1236.24,27034.24,25849.89,1184.35,15.00,0.01,317.00,0.31,687.00,0.66,4.00,0.00,14.00,0.01,0.99,160.00,0.15,347.00,0.34,943.00,0.91,0.95,1037.00,26.07
01M140,P.S. 140 Nathan Straus,M140,M,385.00,10015.90,9997.66,18.24,17.00,0.04,54.00,0.14,305.00,0.79,0.00,0.00,9.00,0.02,0.98,137.00,0.36,43.00,0.11,321.00,0.83,0.89,385.00,26.02
27Q090,P.S. 090 Horace Mann,Q090,Q,10328.26,21031.96,18667.33,2364.63,253.00,0.31,32.00,0.04,466.00,0.58,27.00,0.03,32.00,0.04,0.96,150.00,0.19,193.00,0.24,722.00,0.89,0.71,810.00,25.97
10X315,P.S. 315 Lab School,X315,X,0.00,5910.87,5692.78,218.09,4.00,0.02,33.00,0.14,191.00,0.83,1.00,0.00,1.00,0.00,1.00,47.00,0.20,31.00,0.14,216.00,0.94,0.91,230.00,25.70
11X169,Baychester Academy,X169,X,273.99,10873.00,9633.09,1239.91,11.00,0.03,297.00,0.70,101.00,0.24,8.00,0.02,7.00,0.02,0.98,76.00,0.18,24.00,0.06,342.00,0.81,0.71,424.00,25.64
01M064,P.S. 064 Robert Simon,M064,M,2084.79,5712.50,6259.00,1538.29,7.00,0.03,41.00,0.18,159.00,0.71,4.00,0.02,12.00,0.05,0.95,62.00,0.28,6.00,0.03,192.00,0.86,0.90,223.00,25.62
75X596,P.S. X596,X596,X,1418.00,10339.93,8654.23,1685.70,11.00,0.03,160.00,0.39,210.00,0.52,3.00,0.01,22.00,0.05,0.95,406.00,1.00,38.00,0.09,320.00,0.79,0.82,406.00,25.47
11X097,P.S. 097 Bronx,X097,X,5234.76,15434.26,12158.60,3275.66,107.00,0.18,177.00,0.29,228.00,0.38,10.00,0.02,85.00,0.14,0.86,125.00,0.21,49.00,0.08,470.00,0.77,0.65,607.00,25.43
09X170,P.S. 170,X170,X,1058.84,5995.00,6530.14,523.70,4.00,0.02,55.00,0.23,172.00,0.73,3.00,0.01,2.00,0.01,0.99,44.00,0.19,65.00,0.28,201.00,0.85,0.90,236.00,25.40
20K030,P.S./I.S. 30 Mary White Ovington,K030,K,8118.93,25151.22,25579.49,7690.66,234.00,0.24,7.00,0.01,303.00,0.31,16.00,0.02,434.00,0.44,0.56,187.00,0.19,213.00,0.21,785.00,0.79,0.76,994.00,25.30
13K067,P.S. 067 Charles A. Dorsey,K067,K,167.64,5487.25,4782.00,705.00,9.00,0.04,133.00,0.61,66.00,0.30,3.00,0.01,6.00,0.03,0.97,70.00,0.32,18.00,0.08,213.00,0.98,0.93,217.00,25.29
27Q060,P.S. 060 Woodhaven,Q060,Q,1044.27,29690.47,23900.99,5789.48,205.00,0.17,35.00,0.03,853.00,0.73,48.00,0.04,36.00,0.03,0.97,180.00,0.15,208.00,0.18,968.00,0.82,0.73,1177.00,25.23
09X073,P.S. 073 Bronx,X073,X,835.98,14431.91,14502.91,193.13,0.00,0.00,136.00,0.24,428.00,0.75,3.00,0.01,7.00,0.01,0.99,119.00,0.21,144.00,0.25,545.00,0.95,0.96,574.00,25.14
31R455,Tottenville High School,R455,R,14638.48,91767.42,72394.48,19372.94,197.00,0.05,58.00,0.02,414.00,0.11,61.00,0.02,2924.00,0.80,0.20,759.00,0.21,58.00,0.02,1240.00,0.34,0.31,3654.00,25.11
04M057,James Weldon Johnson,M057,M,4656.24,20151.24,16198.50,3952.74,35.00,0.04,196.00,0.24,549.00,0.68,13.00,0.02,12.00,0.02,0.99,222.00,0.28,91.00,0.11,705.00,0.88,0.94,805.00,25.03
05M092,P.S. 092 Mary McLeod Bethune,M092,M,362.83,6408.92,6455.20,46.08,2.00,0.01,162.00,0.63,88.00,0.34,3.00,0.01,4.00,0.02,0.99,93.00,0.36,18.00,0.07,255.00,0.99,0.95,259.00,24.74
31R022,P.S. 022 Graniteville,R022,R,16107.84,23070.69,6513.73,16556.96,85.00,0.09,201.00,0.22,532.00,0.57,27.00,0.03,88.00,0.09,0.91,260.00,0.28,160.00,0.17,803.00,0.86,0.78,933.00,24.73
31R064,Gaynor McCown Expeditionary Learning School,R064,R,1386.79,10556.25,7543.16,3013.09,9.00,0.02,39.00,0.09,96.00,0.22,32.00,0.07,258.00,0.59,0.41,116.00,0.27,3.00,0.01,189.00,0.44,0.38,434.00,24.32
20K179,P.S. 179 Kensington,K179,K,14040.00,19811.20,19883.27,13967.93,449.00,0.55,30.00,0.04,199.00,0.24,9.00,0.01,130.00,0.16,0.84,139.00,0.17,335.00,0.41,667.00,0.82,0.87,817.00,24.25
31R061,I.S. 061 William A Morris,R061,R,3974.19,23391.34,20161.06,3230.28,33.00,0.03,324.00,0.34,457.00,0.47,16.00,0.02,137.00,0.14,0.86,291.00,0.30,108.00,0.11,758.00,0.78,0.80,967.00,24.19
28Q054,P.S. 054 Hillside,Q054,Q,8249.17,12957.61,6059.33,6898.28,176.00,0.33,31.00,0.06,288.00,0.54,30.00,0.06,11.00,0.02,0.98,91.00,0.17,133.00,0.25,414.00,0.77,0.82,536.00,24.17
13K054,P.S. 054 Samuel C. Barnes,K054,K,1383.40,5460.63,3874.10,1586.53,16.00,0.07,119.00,0.53,71.00,0.31,8.00,0.04,12.00,0.05,0.95,42.00,0.19,25.00,0.11,199.00,0.88,0.83,226.00,24.16
03M241,STEM Institute of Manhattan,M241,M,424.23,3198.00,3588.63,33.60,5.00,0.04,66.00,0.50,48.00,0.36,1.00,0.01,13.00,0.10,0.90,44.00,0.33,20.00,0.15,122.00,0.92,0.88,133.00,24.05
09X163,P.S. 163 Arthur A. Schomburg,X163,X,737.55,11155.77,10708.48,447.29,4.00,0.01,172.00,0.36,287.00,0.61,3.00,0.01,6.00,0.01,0.99,117.00,0.25,173.00,0.37,464.00,0.98,0.95,472.00,23.64
26Q172,Irwin Altman Middle School 172,Q172,Q,14832.70,23070.12,21715.26,16187.56,611.00,0.62,81.00,0.08,158.00,0.16,26.00,0.03,103.00,0.11,0.90,171.00,0.18,59.00,0.06,587.00,0.60,0.45,979.00,23.56
02M507,Urban Assembly Gateway School for Technology,M507,M,3141.41,10713.50,9131.45,1582.05,32.00,0.07,130.00,0.29,245.00,0.54,22.00,0.05,27.00,0.06,0.94,99.00,0.22,16.00,0.04,261.00,0.57,0.66,456.00,23.49
21K199,P.S. 199 Frederick Wachtel,K199,K,3498.93,13209.53,8244.36,4965.27,144.00,0.25,35.00,0.06,122.00,0.22,8.00,0.01,258.00,0.46,0.55,130.00,0.23,162.00,0.29,473.00,0.83,0.80,567.00,23.30
30Q291,Hunters Point Community Middle School,Q291,Q,16149.05,9931.00,10566.00,151514.05,59.00,0.14,42.00,0.10,206.00,0.48,20.00,0.05,100.00,0.23,0.77,105.00,0.25,14.00,0.03,229.00,0.54,0.55,427.00,23.26
25Q025,I.S. 025 Adrien Block,Q025,Q,2177.17,24384.56,25032.28,4374.45,585.00,0.56,20.00,0.02,243.00,0.23,17.00,0.02,188.00,0.18,0.82,157.00,0.15,126.00,0.12,577.00,0.55,0.48,1053.00,23.16
07X001,P.S. 001 Courtlandt School,X001,X,439.22,14922.00,13393.35,1967.87,6.00,0.01,153.00,0.24,483.00,0.74,1.00,0.00,6.00,0.01,0.99,151.00,0.23,157.00,0.24,622.00,0.96,0.95,649.00,22.99
16K035,M.S. 035 Stephen Decatur,K035,K,145.34,5161.34,5056.69,104.65,2.00,0.01,188.00,0.84,30.00,0.13,2.00,0.01,3.00,0.01,0.99,67.00,0.30,7.00,0.03,199.00,0.88,0.86,225.00,22.94
27Q124,P.S. 124 Osmond A Church,Q124,Q,25865.81,25885.91,16410.39,9455.42,530.00,0.47,221.00,0.20,251.00,0.22,94.00,0.08,38.00,0.03,0.97,144.00,0.13,82.00,0.07,666.00,0.59,0.65,1134.00,22.83
17K543,"Science, Technology and Research Early College High School at Erasmus",K543,K,22918.17,13138.50,11400.91,24655.76,25.00,0.04,445.00,0.77,75.00,0.13,24.00,0.04,7.00,0.01,0.99,88.00,0.15,7.00,0.01,447.00,0.78,0.60,576.00,22.81
24Q343,The Children's Lab School,Q343,Q,972.98,9587.23,9957.77,602.44,120.00,0.28,0.00,0.00,244.00,0.58,6.00,0.01,53.00,0.13,0.88,91.00,0.22,124.00,0.29,349.00,0.83,0.75,423.00,22.66
28Q220,P.S. 220 Edward Mandel,Q220,Q,1011.15,15886.83,15897.98,1000.00,227.00,0.32,40.00,0.06,164.00,0.23,24.00,0.03,248.00,0.35,0.65,75.00,0.11,156.00,0.22,493.00,0.70,0.63,703.00,22.60
19K214,P.S. 214 Michael Friedsam,K214,K,0.00,19767.34,19547.68,219.66,450.00,0.51,92.00,0.11,285.00,0.33,13.00,0.02,35.00,0.04,0.96,131.00,0.15,120.00,0.14,694.00,0.79,0.86,875.00,22.59
12X061,P.S. 061 Francisco Oller,X061,X,1597.51,6622.74,8039.39,180.86,2.00,0.01,52.00,0.18,233.00,0.79,5.00,0.02,2.00,0.01,0.99,51.00,0.17,31.00,0.11,278.00,0.95,0.94,294.00,22.53
25Q120,P.S. 120 Queens,Q120,Q,5979.62,21919.75,16193.00,5726.75,815.00,0.84,4.00,0.00,141.00,0.14,7.00,0.01,9.00,0.01,0.99,119.00,0.12,376.00,0.39,693.00,0.71,0.75,976.00,22.46
24Q307,Pioneer Academy,Q307,Q,1394.15,19959.06,15125.41,4833.65,21.00,0.02,8.00,0.01,856.00,0.95,4.00,0.00,10.00,0.01,0.99,209.00,0.23,339.00,0.38,854.00,0.95,0.86,899.00,22.20
21K468,Kingsborough Early College School,K468,K,7769.34,14845.13,4252.89,10592.24,47.00,0.07,166.00,0.25,214.00,0.32,16.00,0.02,226.00,0.34,0.66,129.00,0.19,9.00,0.01,465.00,0.70,0.65,669.00,22.19
23K284,"The Gregory Jocko Jackson School of Sports, Art, and Technology",K284,K,878.50,6212.50,5716.00,496.50,1.00,0.00,190.00,0.68,87.00,0.31,2.00,0.01,0.00,0.00,1.00,58.00,0.21,18.00,0.06,266.00,0.95,0.97,280.00,22.19
24Q073,I.S. 73 - The Frank Sansivieri Intermediate School,Q073,Q,1896.80,43645.19,43169.45,475.74,573.00,0.29,15.00,0.01,1143.00,0.58,11.00,0.01,229.00,0.12,0.88,382.00,0.19,267.00,0.14,1302.00,0.66,0.68,1971.00,22.14
17K091,P.S. 091 The Albany Avenue School,K091,K,1590.88,5574.00,5795.80,1369.08,3.00,0.01,210.00,0.83,32.00,0.13,6.00,0.02,3.00,0.01,0.99,60.00,0.24,25.00,0.10,224.00,0.88,0.81,254.00,21.94
31R020,P.S. 020 Port Richmond,R020,R,1112.18,9824.77,9043.67,781.10,5.00,0.01,72.00,0.16,345.00,0.77,10.00,0.02,19.00,0.04,0.96,167.00,0.37,175.00,0.39,426.00,0.95,0.92,451.00,21.78
22K381,I. S. 381,K381,K,1668.17,5497.16,4277.51,1219.65,30.00,0.12,142.00,0.56,47.00,0.18,7.00,0.03,29.00,0.11,0.89,48.00,0.19,33.00,0.13,195.00,0.77,0.72,255.00,21.56
27Q108,P.S. 108 Captain Vincent G. Fowler,Q108,Q,5458.70,30341.80,17363.78,12978.02,437.00,0.31,80.00,0.06,806.00,0.57,7.00,0.01,82.00,0.06,0.94,225.00,0.16,136.00,0.10,1155.00,0.82,0.63,1412.00,21.49
05M161,P.S. 161 Pedro Albizu Campos,M161,M,0.00,17299.00,13174.00,4125.00,14.00,0.02,164.00,0.20,600.00,0.74,7.00,0.01,21.00,0.03,0.97,213.00,0.26,195.00,0.24,760.00,0.94,0.93,806.00,21.46
29Q135,The Bellaire School,Q135,Q,2086.00,19827.28,21110.22,1533.06,342.00,0.37,223.00,0.24,200.00,0.22,132.00,0.14,35.00,0.04,0.96,149.00,0.16,145.00,0.16,519.00,0.56,0.57,932.00,21.27
06M048,P.S. 048 P.O. Michael J. Buczek,M048,M,19.86,10133.95,9592.67,541.28,6.00,0.01,7.00,0.02,442.00,0.93,4.00,0.01,19.00,0.04,0.96,116.00,0.24,155.00,0.32,440.00,0.92,0.86,478.00,21.20
